Title,Description,Ingredients,Directions,Link
Chef John’s 8 Most Popular Ice Cream Recipes to Beat the Heat,Keep reading for our most-saved Chef John ice cream recipes.,[],"['It’s hot out and if you’re like us, you’re doing everything possible to stay as cool as you can. If that sounds like you, then you’ve come to the right place because we sifted through all of our favorite Chef John ice cream recipes to compile a list of the most popular, most-saved ice cream recipes. Between the best-ever strawberry ice cream and a dreamy ice cream sandwich, these recipes will keep you cool all summer long.', '""The ultimate home ice cream recipe. Didn\'t need to adjust any amounts, and it made enough for a party of 6 (with leftover). An absolute hit at our dinner party."" –\xa0McBoss', '""Chef John is my husband’s new hero. This was the best strawberry ice cream we have ever had. I made it just as the recipe said and it was perfect."" – Aunt Penelope', '""We thought this ice cream was delightful! The ice cream maker has been missing since our move, so I was thrilled to find a simple no-churn option. I am excited to try this method with a couple of other fruit flavors."" – Cls1012', '""Best ice cream recipe I’ve found!! I\'ve made it many times now. Freezes nice with wonderful “scoop ability”. I have also had fun with a few tweaks. I used brown sugar to deepen the color and give it a bit of a caramel flavor."" –\xa0Jackie', '""I\'ve searched for this recipe fir a long time. I recall my dad making this on special occasions when I was little. I remembered watching him and i remembered the ingredients but not the exact measurements. I tried on my own and came close but never quite got it. THIS WAS IT! Thank you, thank you, thank you. A delicious blast from my past."" –\xa0Jennifer Lachle', '""This was a hit! The cookie part is great and I will definitely make it again. Thanks so much!"" –\xa0Edikeman', '""Excellent! Chef John has never let me down. This recipe was so easy, thank you Chef John for sharing such an excellent recipe! I will be making this many times over!"" –\xa0Shorecook', '""Awesome! Super rich and silky. We’ve made other frozen custards but this was just golden and perfectly balanced."" –\xa0Aliea']",https://www.allrecipes.com/best-chef-john-ice-cream-recipes-8672733
Chef John's Strawberry Semifreddo,"My lighter, no-cook adaptation of semifreddo skips the traditional egg custard and cuts down on fat, sugar, and time. It just so happens to be lighter, with a cleaner, more distinct berry flavor and a texture that's less creamy than classic semifreddo, falling somewhere between strawberry ice cream and a strawberry ice pop.","['1 pound fresh strawberries', '½ cup white sugar', '¾ cup full-fat Greek yogurt', 'lemon, zested', '2 teaspoons fresh lemon juice', '⅛ teaspoon vanilla extract', '1 teaspoon aged balsamic vinegar (Optional)', '1 pinch salt', '1 ¾ cups cold heavy cream', '6  shortbread cookies', '3 tablespoons melted butter', '1 ½ cups diced fresh strawberries', '2 tablespoons white sugar, or more to taste']","['Line 10 ramekins with plastic wrap and place them onto a baking sheet.', 'Hull strawberries with the tip of a knife. Place strawberries in a food processor. Add sugar, Greek yogurt, lemon zest, lemon juice, vanilla extract, and balsamic vinegar. Sprinkle in a tiny pinch of salt. Pulse on and off to combine; finish pureeing on high until smooth.', 'Whisk heavy cream in a bowl until soft peaks form. Add the strawberry puree. Stir and fold with a spatula until most of the major streaks disappear. Fill ramekins 1/4 to 1/8 inch from the top with the strawberry mixture. Tap baking sheet against the counter to settle the tops. Cover ramekins in plastic wrap and freeze until mostly firm, about 1 1/2 hours.', 'Meanwhile, place cookies in a resealable plastic bag. Seal; crush cookies through with a rolling pin to get 1 1/2 cups of crumbs. Place crumbs into a bowl; add butter and mix well.', 'Divide the cookie crumb mixture among the ramekins and smooth out with the back of a spoon. Cover again and freeze until completely frozen, about 2 hours.', 'Toss diced strawberries with sugar in a bowl. Let rest at room temperature until a syrup forms below the strawberries, about 1 hour.', 'Warm up each ramekin in your hands to help unmold the semifreddo; invert onto a plate. Top with the strawberries in syrup. Thaw for 10 to 15 minutes before serving.', 'Use any kind of cookies crumbs you prefer or none at all.', 'If you have ice pop molds, this mixture would be perfect frozen on a stick.']",https://www.allrecipes.com/recipe/264320/chef-johns-strawberry-semifreddo/
Lemon Coconut Cake,"This lemon coconut cake features three layers of rich coconut cake, a lemon curd filling, and a delicious lemon cream cheese frosting.","['6 large egg yolks, at room temperature', '2/3 cup white sugar', '2 tablespoons fresh lemon zest', '3/4 cup freshly squeezed lemon juice', '1 pinch salt', '1/2 cup unsalted butter, cut into 8 pieces', '2 1/2 cups sweetened coconut flakes', '3 cups cake flour', '2 1/2 teaspoons baking powder', '1 teaspoon salt', '1/4 teaspoon ground nutmeg', '1 cup unsalted butter, softened', '1/4 cup vegetable oil', '1 1/2 cups white sugar', '1/2 cup sour cream, at room temperature', '2 tablespoons freshly squeezed lemon juice', '1 tablespoon vanilla extract', '1 cup full-fat coconut milk', '6 large egg whites, at room temperature', '1/4 teaspoon cream of tartar', '1/2 cup cold unsalted butter', '1 (8 ounce) package cold full-fat cream cheese', ""4 cups confectioner's sugar"", '1 1/2 teaspoons fresh lemon zest, or to taste', '1/2 teaspoon vanilla extract', '1/4 teaspoon salt, or to taste', '1 tablespoon chilled full-fat coconut milk', '1 1/2 cups toasted sweetened coconut flakes, or as needed']","['For lemon curd, add egg yolks, sugar, lemon zest, lemon juice, salt, and butter to a small non-reactive saucepan over medium-low heat. Cook, stirring constantly, until mixture begins to simmer and has thickened, 8 to 12 minutes. Pour mixture through a fine mesh sieve set over a bowl, using a spatula or wooden spoon to push the mixture through. Cover with a piece of plastic wrap directly touching the top of the curd, and refrigerate until chilled.', 'For cakes, preheat the oven to 350 degrees F (175 degrees C). Lightly grease 3 8-inch round cake pans, and line the bottoms with parchment paper.', 'Place coconut flakes into a food processor or blender, and pulse a few times until coconut flakes are finely chopped. Set aside.', 'Sift cake flour, baking powder, salt, and nutmeg together in a large bowl.', 'In a separate large bowl, beat butter, vegetable oil, and sugar together with an electric mixer until light and fluffy, 3 to 4 minutes. Add in sour cream, lemon juice, and vanilla and mix until thoroughly combined. Add in 1/2 of flour mixture and mix until just combined. Add in coconut milk and mix until just combined. Add in remaining flour mixture and mix until just combined.', 'In a separate clean bowl, combine egg whites and cream of tartar. With clean beaters, beat egg whites on medium-high speed until stiff peaks form, about 5 minutes. Add 1/3 of the egg white mixture into the batter, and fold just until no streaks of whites remain. Add in remaining egg white mixture and gently fold until no streaks of white remain. Divide batter evenly between the 3 prepared cake pans.', 'Bake in the preheated oven until tops of cakes spring back when lightly touched, 20 to 25 minutes. Allow cakes to cool in pans for 20 minutes before removing to a wire rack to cool completely.', 'For frosting, cut cold butter into 1/2-inch pieces. Place into a bowl. Starting on low speed, beat butter with an electric mixer until just loosened. Gradually increase the mixer speed, and beat butter until smooth, about 2 minutes. Add in cold cream cheese, and beat on medium-high speed until completely smooth and combined, about 3 minutes. Add in confectioner’s sugar; beat until thoroughly combined. Add in lemon zest, vanilla, and salt and mix until combined. Add in remaining confectioner’s sugar, 1 cup at a time, beating well after each addition. Add in 1 tablespoon cold coconut milk and beat mixture on medium-high speed for an additional 2 to 3 minutes. If frosting is a bit too soft to spread onto the cake layers, place it into the fridge for about 10 minutes, or until it is easier to use.', 'To assemble the cake, place one cake layer onto a cake plate or serving platter. Spread a thin layer of cream cheese frosting over the top of the cake. Pipe a ring of frosting around the top edge of the cake. Place about 2 tablespoons of lemon curd in the center of the frosting ring, and smooth into an even layer. Stack another cake layer on top of the first, and repeat the process of frosting and filling. When the last cake layer is stacked on top, frost the top and sides of the cake with a thin layer of frosting. Use your hands to press the toasted coconut flakes onto the sides of the cake. If desired, drizzle or swirl the top of cake with some of the extra lemon curd. Place cake into the fridge to chill for about 30 minutes before serving.']",https://www.allrecipes.com/lemon-coconut-cake-recipe-8665280
Chocolate Funfetti Cake,"Sprinkles make everything more fun—and this chocolate funfetti cake proves it! To make the cake layers easier to frost, I recommend carefully wrapping them in plastic wrap, then placing them either in the fridge or freezer until chilled.","['2 cups cake flour', '1 cup unsweetened cocoa powder', '1 tablespoon instant espresso powder (optional)', '1 teaspoon baking soda', '1 teaspoon baking powder', '1 teaspoon salt', '1 cup unsalted butter, softened', '1/4 cup vegetable oil', '2 cups firmly packed brown sugar', '3 large eggs, at room temperature', '1 tablespoon vanilla extract', '1 cup sour cream, at room temperature', '3/4 cup 2% milk, at room temperature', '3/4 cup rainbow jimmie sprinkles', '1/2 cup unsalted butter, softened', '12 ounces full fat cream cheese, at room temperature', ""4 1/2 cups confectioner's sugar"", '1 1/2 teaspoons vanilla extract', '1/4 teaspoon salt', '1/8 teaspoon almond extract', '2 tablespoons heavy cream, chilled', '1/3 cup rainbow jimmie sprinkles']","['Preheat the oven to 350 degrees F (175 degrees C). Spray 3 8-inch round cake pans with a baking spray containing flour, and line the bottoms of the pans with parchment paper.', 'For cake, sift together flour, cocoa powder, espresso powder, baking soda, baking powder, and salt. Set aside.', 'In a large bowl, beat together butter, vegetable oil, and brown sugar on medium-high speed until light and fluffy, 3 to 4 minutes. Add in eggs 1 at a time; beating well after each addition. Mix in vanilla. Add in half of the dry ingredients and mix until just combined. Add in sour cream and milk, and mix until just combined. Add in remaining dry ingredients and mix until just combined. Fold in sprinkles.', 'Divide batter evenly between pans. Gently tap pans on the counter a few times to remove larger air bubbles.', 'Bake in the preheated oven until tops of the cakes spring back lightly when touched, 30 to 35 minutes. Err on the side of slightly underbaking rather than overbaking. Allow cakes to cool in pans for 30 minutes before removing to a wire rack to cool completely.', 'For frosting, beat butter in a large bowl until smooth. Add in cream cheese and beat until smooth. Add in 1 cup of powdered sugar, 1 1/2 teaspoons vanilla, 1/4 teaspoon salt, and almond extract and mix until smooth. Add in remaining powdered sugar 1 cup at a time, mixing well after each addition. Add in chilled heavy cream and beat until frosting is light and fluffy, about 3 minutes on medium-high speed. Fold in sprinkles.', 'To assemble cake, place one cooled cake layer onto a serving platter. Top with a thin layer of the frosting. Continue layering and frosting remaining cake layers. Use remaining frosting to frost the top and outside of cake. Place cake into the fridge to chill for 30 minutes before serving.']",https://www.allrecipes.com/chocolate-funfetti-cake-recipe-8671609
Granola Cups,"These granola cups are a great grab-and-go breakfast option. You can tailor them to suit your own tastes—flavor them with the spices you prefer, swap out almonds for another nut, and use any kind of yogurt or fruit that you enjoy. For best results, wait until just before serving to fill them with yogurt.","['1/4 cup unsalted butter', '1/2 cup pure maple syrup', '1 teaspoon vanilla extract', '1/2 teaspoon ground cinnamon', '1/4 teaspoon salt, or to taste', '1/4 teaspoon ground nutmeg', '2 cups old fashioned oats', '1/2 cup sliced almonds', '1/2 cup sweetened flaked coconut', '2 tablespoons flax meal', ""nonstick baking spray with flour (such as Baker's Joy®)"", '1 cup plain whole milk Greek yogurt, or as needed', '1 cup fresh berries, or as needed']","['Place butter and maple syrup in a large bowl and place into the microwave. Heat in 30 second intervals, stirring after every 30 seconds, until butter is melted, about 1 to 1 1/2 minutes. Remove bowl from microwave and add in vanilla, cinnamon, salt, and nutmeg. Stir until thoroughly combined. Add in oats, almonds, coconut, and flax meal. Stir until mixture is thoroughly combined.', 'Generously grease a standard muffin tin with nonstick baking spray with flour.', 'Divide oat mixture evenly between the muffin cups, about 2 heaped tablespoons per cup. With wet hands, press mixture into the bottom and up the sides of each cup. Place the pan into the fridge to chill for 15 minutes.', 'Preheat the oven to 350 degrees F (175 degrees C).', 'Bake chilled granola cups in the preheated oven until the outside edges of cups turn golden brown,\xa0 25 to 30 minutes. Remove cups from the oven; cool to room temperature in the pan, about 30 minutes.', 'Use an offset spatula or butter knife to pop them out of the pan. To serve, fill each granola cup with yogurt and top with berries. Serve immediately.']",https://www.allrecipes.com/granola-cups-recipe-8669258
4-Ingredient Hamburger Casserole,"This 4-ingredient hamburger casserole is so comforting and easy to make, and leaves plenty of room for you to doctor it up as you see fit.","['8 ounces pasta', '1 pound ground beef', 'salt, freshly ground black pepper, and garlic powder, to taste', '10 ounces tomato soup, canned or homemade', '8 to 10 ounces shredded mozzarella cheese, divided']","['Preheat the oven to 350 degrees F (175 degrees C).', 'Fill a large pot with lightly salted water and bring to a rolling boil. Stir in pasta and return to a boil. Cook, uncovered, stirring occasionally, until tender yet firm to the bite, about 10 minutes. Drain pasta, reserving about 2 tablespoons pasta water.', 'Meanwhile, heat a large skillet over medium-high heat. Cook and stir ground beef in the hot skillet until browned and crumbly, 5 to 7 minutes; season with salt, pepper, and garlic powder. Drain and discard grease.', 'Place ground beef in a large round casserole dish. Add pasta on top; sprinkle with half the cheese. Pour tomato soup on top; add reserved pasta water and stir everything together well. Cover with foil.', 'Bake in the preheated oven, covered, for 15 minutes. Uncover and sprinkle remaining cheese on top. Bake, uncovered, 10 minutes more.', 'Turn on the oven’s broiler and set a rack 6 inches from the heat source. Broil casserole until cheese is browned, about 2 minutes. Remove from the oven and serve.']",https://www.allrecipes.com/4-ingredient-hamburger-casserole-recipe-8671683
Salmon Caesar Salad,"This salmon Caesar salad, with Romaine lettuce, topped with cold salmon, toasted croutons, and a homemade Caesar dressing, will be the salad you will make all summer long.","['1 (8 ounce) salmon filet', '2 teaspoons oil', '2 teaspoons honey', 'salt and freshly ground black pepper to taste', '1 large egg', '2 tablespoons lemon juice', '2 teaspoons Worcestershire sauce', '1 1/2 teaspoons Dijon mustard', '2 cloves garlic, crushed', '3 anchovies', '1/4 cup freshly grated Parmesan cheese', 'freshly ground black pepper to taste', '1/2 cup olive oil', '1 tablespoon butter', '2 slices day-old bread, cut into cubes', '1/2 teaspoon italian seasoning', '1/4 teaspoon granulated garlic', '1 head Romaine lettuce, torn into bite-sized pieces', 'shaved Parmesan cheese for garnish']","['Set a nonstick skillet over medium high heat. Heat 2 teaspoons oil until it shimmers. Add salmon, skin side down. Brush with honey; sprinkle with salt and pepper. Cover and cook for 4 minutes.', 'Carefully flip salmon and reduce the heat to medium. Continue cooking until fish flakes easily with a fork, about 5 minutes more. Remove salmon to a plate or container; cover and refrigerate until very cold, at least 2 hours.', 'For dressing, crack an egg into a food processor. Add lemon juice, Worcestershire, Dijon, garlic, anchovies, grated Parmesan and black pepper; pulse to combine. With food processor running, drizzle in oil until mixture emulsifies. Refrigerate dressing until needed.', 'For croutons, melt butter in a heavy skillet over medium-high heat. Add bread cubes; sprinkle with Italian seasoning and granulated garlic.', 'Toast until croutons are browned, about 5 minutes. Remove from heat; set aside.', 'For salad, add lettuce to a large bowl. Flake salmon with a fork into bite-sized pieces and add to the bowl. Drizzle with Caesar dressing; top with croutons and shaved Parmesan.']",https://www.allrecipes.com/salmon-caesar-salad-recipe-8667191
Couscous Chicken Soup,Making this flavorful chicken couscous soup with an herb and mushroom couscous mix gives a nice change from noodles. It’s a one-pot meal that is ready in under an hour.,"['2 tablespoons unsalted butter', '1 onion, chopped', '2 carrots, peeled and diced', '3 stalks celery, diced', '1 1/4 pounds cubed cooked chicken breast', '8 cups chicken broth', '1/2 tablespoon dried parsley flakes or dried dill', '1/2 teaspoon salt', '1/4 teaspoon ground black pepper', '2 (5.4 ounce) boxes herb couscous mix (such as Near East® Wild Mushroom & Herb Couscous Mix)']","['Melt butter in a large stock pot over medium-high heat. Add onion, carrot, and celery, and cook\xa0 and stir for 5 minutes.', 'Add chicken, broth, parsley, salt, and pepper. Bring to a boil, reduce heat, and simmer 20 minutes.', 'Add couscous and cook 7 minutes more. Ladle into bowls and serve.']",https://www.allrecipes.com/couscous-chicken-soup-recipe-8671629
New York-Style Crumb Cake,New York-style crumb cake is known for its mile-high crumble. I used cake flour in the crumble to produce a light and airy topping. The cake is sturdy enough to cut into bars but you may lose some of the crumbs!,"['4 cups cake flour', '1 cup brown sugar', '1/2 cup white sugar', '2 teaspoons ground cinnamon', '1/2 teaspoon salt', '1 1/4 cups butter, melted', '1 1/2 cups all-purpose flour', '1/2 cup white sugar', '1 1/2 teaspoons baking powder', '1/2 teaspoon salt', '1 large egg, beaten, at room temperature', '1/2 cup buttermilk', '2 tablespoons oil', '2 teaspoons vanilla extract']","['Preheat the oven to 350 degrees F (175 degrees C). Grease an 8x8-inch baking pan; set aside.', 'For crumble, whisk cake flour, brown sugar, white sugar, cinnamon, and salt together in a bowl. Pour in melted butter. Crumble with your hands until mixture forms chunks. Let stand for at least 10 minutes for flour to absorb butter.', 'For cake, stir all-purpose flour, sugar, baking powder, and salt together in another bowl until well combined. Add egg, buttermilk, oil, and vanilla and stir until well incorporated. Spread into the prepared pan.', 'Add crumble over cake batter by breaking into large chunks.', 'Bake until a wooden skewer inserted in the center comes out clean, for 45 to 55 minutes. Cool on a wire rack for at least 1 hour.']",https://www.allrecipes.com/new-york-style-crumb-cake-recipe-8667166
Chicken Soup with Pearl Couscous,"This chicken soup with pearl couscous is superb comfort food, something most turn to when the weather turns cool. This soup is easy to make and cleanup is minimal, perfect for a weeknight.","['6 cups low sodium chicken broth', '1 small onion, diced', '3 carrots, chopped', '2 cups cubed chicken', '1/2 cup Israeli couscous', 'salt and freshly ground black pepper', '3 tablespoons unsalted butter', '3 tablespoons all-purpose flour', '1 tablespoon chopped fresh parsley, or as needed, for garnish']","['Bring chicken broth to a simmer in a pot over medium heat. Add onions, carrots, diced chicken, couscous, salt, and pepper and cook for 10 minutes.', 'Microwave butter in a small glass bowl until melted, about 30 seconds. Add flour, whisking well until smooth.', 'Whisk roux into broth, and cook until slightly thickened, about 10 minutes. Garnish with parsley and serve immediately.']",https://www.allrecipes.com/chicken-soup-with-pearl-couscous-recipe-8671625
Strawberry Balsamic Pork Chops,"These strawberry balsamic pork chops in a sweetly tart glaze are a one-skillet dish that takes full advantage of how well fruit and pork go together, and the delicious combination of strawberries and balsamic vinegar. You can adjust the sweetness by using as much or as little honey as you like. Serve with a crusty, buttery bread and a simple tossed salad.","['2 tablespoons unsalted butter, divided', '1 tablespoon olive oil', '1/4 cup balsamic vinegar', '3 cups sliced fresh strawberries', '1 tablespoon honey, or to taste', 'salt and freshly ground black pepper to taste', 'several fresh thyme\xa0sprigs, plus extra for garnish', '4 (3/4-inch thick) boneless pork loin chops']","['Melt 1 1ablespoon unsalted butter in a large, non-stick skillet over medium heat. Stir in balsamic vinegar and cook until mixture is bubbly and fragrant, about 1 minute.', 'Add sliced strawberries, honey, a pinch of salt, and fresh thyme sprigs, to taste to the skillet. Stir, and cook until strawberries are softened and the liquid has thickened slightly, 5 to 8 minutes, stirring occasionally. Pour into a small bowl, remove thyme sprigs, and set aside.', 'Wipe out the skillet, return to the burner, add the remaining butter, and pour in olive oil.', 'Pat chops dry;\xa0 season to taste with salt and pepper. When butter stops bubbling, add seasoned chops and cook until browned on each side, 1 to 3 minutes. Add strawberry mixture to the skillet, and turn each chop to coat with the liquid. Stack strawberries on top of each chop.', 'Simmer until an instant read thermometer inserted near the center of chops reads 145 degrees F (63 degrees C), 6 to 10 minutes. Garnish with additional fresh thyme sprigs, if desired, and serve warm.']",https://www.allrecipes.com/strawberry-balsamic-pork-chops-recipe-8671638
Crustless Grilled Cheese,"These crustless grilled cheese sandwiches are great to have stashed in the freezer for when the kids need a quick snack. Easy for little hands to hold, with the cheese sealed inside and no tough crusts, they’re fun for them and convenient for you. You will need a sandwich sealer for this recipe, and they are easy to find online.","['8 slices white sandwich bread', '4 slices Cheddar cheese', '2 tablespoons softened butter, or as needed']","['Spread a thin layer of butter onto 1 side of each slice of bread.', 'Using a round cookie cutter that is slightly smaller than the sandwich sealer, press out round slices of cheese. Lay 4 slices of bread on a work surface, buttered side down. Place a cheese round in the center of each slice. Top with remaining 4 bread slices, buttered side up.', 'Center a sandwich sealer over a sandwich, press the sealer down, and hold it in place to seal the edges, 15 to 30 seconds. Pull the crusts away from the sealer; discard. Repeat with remaining sandwiches.', 'Place sandwich discs on a parchment-lined baking sheet and freeze for 2 hours before transferring into a freezer bag.', 'Preheat the air fryer to 380 degrees F (193 degrees C). Cook frozen sandwiches until golden, about 5 minutes. If sandwiches are thawed, cook 3 minutes at 370 degrees F (188 degrees C).']",https://www.allrecipes.com/crustless-grilled-cheese-recipe-8670392
Easy Puff Pastry Cheese Danish,"These easy puff pastry cheese Danish make quick work of fruit Danish-inspired delights! Simply thaw the pastry, cut into serving pieces, then dress with a simple cream cheese mixture. Top with fruit preserves or lemon curd, and add fresh fruit on top. With cherry preserves, use fresh cherry halves as a garnish. For blueberry preserves, use fresh whole blueberries. Garnish lemon curd with thinly sliced lemon. Enjoy as a breakfast treat, or for a mid-morning coffee break.","['1 sheet frozen puff pastry, thawed', '4 ounces cream cheese, softened', '1 tablespoon white sugar', '2 teaspoons milk', '1 teaspoon lemon zest', '6 tablespoons fruit preserves', 'fresh fruit (optional)']","['Preheat the oven to 400 degrees F (200 degrees C) and line a sheet pan with parchment paper.', 'Unfold thawed puff pastry on the prepared sheet pan and cut into 6 equal rectangles. Score each rectangle about 1/2-inch from edges on all four sides, being careful not to cut all the way through the pastry. Prick the pastry all over inside the score marks with a fork.', 'In a small bowl, stir together cream cheese, sugar, milk, and lemon zest until mixture is smooth and sugar has dissolved.', 'Divide cream cheese mixture evenly among puff pastry rectangles. Using a small offset spatula or a dinner knife, spread the cream cheese mixture over pastry up to the scored edge. Top each pastry with 1 tablespoon fruit preserves; garnish with fresh fruit.', 'Bake in the center of the preheated oven until the crust is flaky and lightly browned, 15 to 18 minutes. Remove to cool on a rack for about 10 minutes.']",https://www.allrecipes.com/easy-puff-pastry-cheese-danish-recipe-8669478
Strawberry Mousse Shooters,"You must make these strawberry mousse shooters—it just doesn’t get much easier than this for a simple, yet elegant dessert. I like to pipe the mousse into shooter glasses for a lovely presentation. This also may be served in small dessert dishes, but remember, EVERYBODY has room for a mini dessert.","['10 ounces fresh strawberries\xa0- trimmed, rinsed, and quartered', '3 tablespoons sugar', '3/4 cup heavy cream', ""1/4 cup confectioner's sugar"", '2 tablespoons strawberry preserves', '1/2 teaspoon almond extract', 'fresh mint and extra chopped strawberries for garnish (optional)']","['Add strawberries and sugar to a blender, process to a fine puree, and set aside.', 'Beat heavy whipping cream in a chilled bowl using chilled beaters until frothy. Add confectioners sugar, strawberry preserves, and almond extract, and continue to beat until stiff peaks form, about 1 to 2 minutes.', 'Add the strawberry puree equally to the shooter glasses, about a quarter to a third of the way up. Spoon or pipe the mousse on top of the puree, and garnish with fresh mint and strawberries, if using. Move to the fridge to chill.']",https://www.allrecipes.com/strawberry-mousse-shooters-recipe-8670298
Million Dollar Deviled Eggs,"These million dollar deviled eggs have a secret ingredient. Butter lends a velvety texture, transforming a simple, classic deviled egg into something a bit more special.","['12 large hard-boiled eggs, peeled', '1/4 cup mayonnaise', '2 tablespoons butter, softened to room temperature', '2 teaspoons yellow mustard', '2 teaspoons sweet pickle juice', '1/2 teaspoon sriracha, or to taste', 'salt and freshly ground black pepper to taste', '3 tablespoons crumbled crisp cooked bacon']","['Slice eggs in half lengthwise. Remove egg yolks, and place in a bowl.', 'Add mayonnaise, butter, mustard, pickle juice, Sriracha, salt, and pepper to the yolks. Mash with a fork or use a small food processor until filling is very smooth and creamy.', 'Evenly scoop or pipe egg yolk mixture into each egg white. Top with bacon crumbles. Move to the refrigerator to chill or serve immediately.']",https://www.allrecipes.com/million-dollar-deviled-eggs-recipe-8669008
Peach and Goat Cheese Tartine,"For me, this is summer on a slice of bread. August is national goat cheese month (no, I don't know who decides these things), and what better way to enjoy chevre than by topping it with sweet, ripe, impossibly juicy peach slices? Mix in a little thyme and black pepper to keep things interesting, and you're looking at a very special treat.","['2 (1 inch thick) slices French bread, toasted', '2 tablespoons olive oil, divided, or as needed', '4 ounces fresh goat cheese, softened', '2 teaspoons fresh thyme leaves, or to taste', 'salt and freshly ground black pepper to taste', '6  fresh peach slices']","[""Set oven rack about 6 inches from the heat source and preheat the oven's broiler. Line a baking sheet with aluminum foil."", 'Place toast on prepared baking sheet and drizzle each side with about 1 teaspoon olive oil.', 'Stir goat cheese, thyme, pepper together in a bowl until soft and spreadable.', 'Spread cheese mixture on each piece of toast all the way to the edges so entire piece is covered.', 'Top each toast with 3 peach slices; drizzle remaining olive oil and sprinkle salt over the top.', 'Broil in the preheated oven until tops and edges are lightly browned and cheese and peaches are warmed through, about 2 minutes.']",https://www.allrecipes.com/recipe/237477/peach-and-goat-cheese-tartine/
